Lipid,Class,FAD265_m3_59_B,FAD199_m1_66_B,FAD199_m3_66_B,FAD201_m5_61_B,FAD265_m3_59_D,FAD199_m1_66_D,FAD199_m3_66_D,FAD201_m5_61_D,FAD265_m2_74_A,FAD261_m3_81_A,FAD309_55_A,FAD325_39_A,FAD265_m2_74_C,FAD261_m3_81_C,FAD309_55_C,FAD325_39_C,Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
"LPC(17:1),LPC(O-18:1),LPC(P-18:0)",PC,1315.200080871582,1284.860088348389,1221.7200889587402,1531.6401023864746,1011.3800773620604,1502.860088348389,1087.2200736999512,1309.3000984191897,1419.3200798034668,1342.800090789795,1051.3800811767578,1208.8200912475586,1292.7200736999512,1291.6200904846191,1055.9400749206543,1268.0800743103027,1126.7600784301758,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"LPC(17:2),LPC(P-18:1)",PC,1007.2000732421876,1256.1800956726074,1307.9600982666016,1196.0800819396973,1073.4000816345217,1348.6401023864746,1151.2400856018066,1127.2400817871094,1142.860092163086,1067.260066986084,1121.0800895690918,1112.5200881958008,1272.6800918579102,1188.120101928711,1014.3800659179688,1024.9000701904297,1062.680076599121,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"LPC(18:0),PC(O-18:0),LPC(O-19:0)",PC,9971.860530853271,23066.86191558838,27040.362201690677,15425.6011428833,11166.960655212402,24793.44235992432,18837.481437683105,19467.661209106445,25731.121421813965,10644.580768585203,21425.20143508911,11187.340579986572,24595.721809387207,17126.7010345459,8182.440525054932,10619.160499572754,4094.680267333984,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"LPC(18:1),PC(O-18:1),PC(P-18:0)",PC,5701.920402526856,9997.500717163086,11688.020835876465,8314.540649414062,8014.220500946045,11438.640853881836,9903.580642700195,8867.5806350708,13757.781044006348,5858.780460357666,7638.20055770874,12746.880878448486,18261.561111450195,11232.600761413574,5071.980323791504,8383.880561828613,4595.920341491699,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"LPC(18:2),LPC(P-19:1)",PC,16267.761013031006,14313.60097503662,17855.6612739563,11268.080688476562,21624.50115585327,18071.18148803711,14634.26099395752,14745.64102935791,31992.401977539062,9846.360733032228,14001.980850219728,28339.081886291504,36532.58274078369,17528.00099182129,8813.120643615723,16771.281116485596,2659.480182647705,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(18:3),PC,1839.3001251220703,1335.5401039123535,1473.1001205444336,1251.1400909423828,1314.6000938415527,1319.1601066589355,1172.4800872802734,1793.200122833252,1958.6401023864744,1420.9201011657717,1360.5801048278809,1266.8000946044922,1762.820140838623,1466.4000816345217,1144.3600730895996,1553.8201065063477,1061.9000625610352,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(18:4),PC,997.1400756835938,1028.7600746154783,1117.7400741577148,1113.3200759887695,1017.1600685119628,1068.540069580078,1056.8600769042969,1027.760066986084,1057.1600761413574,1032.7800674438477,1030.880069732666,1020.200065612793,1172.7800903320312,1216.400089263916,1078.3800659179688,1004.4600563049316,1037.7400741577148,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(19:3),PC,1035.2200736999512,1086.020076751709,1113.820083618164,1050.5800819396973,1001.1400756835938,1099.5800819396973,1223.1600952148438,1079.3000793457031,1136.0000762939453,1009.9600677490234,1062.5800857543943,1013.7400817871094,1115.180076599121,1140.1000785827637,1061.3000602722168,1040.220058441162,1004.380069732666,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"LPC(20:2),PC(O-20:2)",PC,1270.3600845336914,1374.2001037597656,1341.9600944519043,2138.640151977539,1323.0200881958008,1683.860126495361,2049.3001251220703,1756.740119934082,1448.9600868225098,1467.4801063537598,1252.0000839233398,2011.9001426696775,2743.6002655029297,1667.5201225280762,1602.2001190185547,2173.5001831054688,1082.0000686645508,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(20:3),PC,3040.920154571533,2857.140235900879,2627.940196990967,2068.160118103028,2836.0002212524414,2731.8202171325684,3036.920185089112,5193.940296173096,4810.38041305542,2086.160118103028,4523.280345916748,3230.7803115844727,5676.280277252197,3289.6602058410645,4627.060283660889,10159.580806732178,1215.5600852966309,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(20:4),PC,11475.341053009031,8569.040657043457,11492.48067855835,8330.020626068115,15513.92148590088,9699.400833129885,9188.400638580322,10173.840602874756,16532.981258392334,9734.08060836792,19331.60078048706,20369.881275177,22569.18148803711,10696.48053741455,8296.060523986816,11653.160961151125,1251.7000732421875,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(20:5),PC,1151.6000862121582,1794.0601081848145,2275.700122833252,1501.880126953125,1174.3200721740725,1987.46012878418,1350.540096282959,1237.560073852539,2010.040126800537,1247.3200759887695,1176.9800872802734,1436.8601036071775,1728.0801391601562,1314.820087432861,1538.1800956726074,1254.6400871276855,1166.4400901794434,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(22:2),PC,1195.5400733947754,1175.920078277588,1140.100082397461,1060.940071105957,1048.540069580078,1357.200096130371,1156.04008102417,1107.2400817871094,1329.8800888061523,1074.9800834655762,1143.4800834655762,1094.0400657653809,1193.280086517334,1233.6800842285156,1036.2400665283203,1071.1600799560547,1058.6400718688965,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(22:4),PC,1286.8201026916504,1622.1201286315918,1488.1001052856443,1605.6201171875,1178.4200859069824,1292.7000846862793,1315.3400955200195,1244.080093383789,1438.0001029968262,1170.62007522583,1241.5000839233398,1376.8200912475586,2338.7401580810547,1780.3401412963867,1186.2400741577148,1159.5800819396973,1134.0200843811035,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(22:5),PC,1573.5801277160645,2035.260154724121,2068.860153198242,1572.6601219177246,1522.5001182556152,2010.280143737793,1759.9401245117188,2665.560165405273,2229.120182037353,1377.8200912475586,1960.2201499938965,1956.0201606750488,2855.4402198791504,2215.760181427002,1191.6800918579102,1553.7201194763184,1104.7400817871094,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(22:6),PC,6632.640525817871,5988.1403732299805,6984.740516662598,5200.500465393066,8453.000453948975,6620.800567626953,5796.440338134766,14227.381225585938,9716.480903625488,5475.9004554748535,10659.280963897703,11434.56085586548,12641.300918579102,6976.300521850586,10783.980583190918,8955.02067565918,1063.1400718688965,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(24:0),PC,1317.660099029541,1901.860134124756,2443.28018951416,1756.0201606750488,1528.6601181030271,1499.840114593506,2124.7201766967773,3006.880241394043,2404.4801483154297,1363.3400917053225,1194.4400787353516,1535.1200904846191,1542.6801300048828,1402.700096130371,1100.3600730895996,1383.2201118469238,1225.9800834655762,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(24:1),PC,1136.0600776672363,1292.4200897216797,1168.2200813293457,1045.2000694274902,1001.7800712585448,1343.440086364746,1455.2201080322266,1466.7200965881348,1438.4600982666016,996.2000694274902,1146.7800750732422,1337.2600936889648,1801.2601432800293,1331.040096282959,1067.6800651550293,1342.7400817871094,1037.6800804138184,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(2:0),PC,956.220069885254,1156.3400840759275,1132.7200813293457,1056.940071105957,1002.380069732666,1055.8400764465332,1245.700080871582,1217.8400764465332,1069.04008102417,1004.8200721740724,1056.9400787353516,1048.2400703430176,1163.5200881958008,1100.0000762939453,991.4000701904296,1010.5800704956056,1209.5800857543943,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"LPC(3:0),PC(O-3:0)",PC,967.1600761413574,1083.12007522583,1189.5000839233398,1249.0000801086426,1060.980079650879,1297.6600914001465,1178.5800857543943,1100.04008102417,1192.5200881958008,997.100067138672,969.9400749206544,1097.740062713623,1174.0001029968262,1080.4200820922852,1025.0400657653809,1068.420078277588,994.3800659179688,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(3:1),PC,1034.8600769042969,1043.54008102417,1001.5200729370116,1112.680076599121,989.1400604248048,979.4000625610352,1054.7600708007812,1094.3400764465332,1009.080078125,953.2400665283204,1017.3800659179688,1021.080078125,990.1600723266602,1088.3800888061523,1061.9600791931152,976.4600677490234,986.5400581359864,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"LPC(4:0),PC(O-4:0),PC(O-5:0)",PC,956.7600708007812,1249.2800903320312,1130.6600799560547,1139.620086669922,1093.8200798034668,1089.3600769042969,1154.900089263916,1035.7800788879397,1220.7400817871094,1032.4200706481934,1015.5800666809082,958.8000717163086,1141.0800743103027,1144.8200798034668,981.0600700378418,1078.12007522583,1183.2000732421875,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(6:0),PC,1034.680076599121,1158.900074005127,1338.2000923156738,1186.800090789795,979.000057220459,1017.7200736999512,1088.9800834655762,1160.080078125,1057.5200843811035,995.2600746154784,981.5400733947754,973.4000701904296,1044.3800735473633,1198.840087890625,1032.3200721740725,979.9600677490234,1078.0800743103027,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(8:0),PC,1033.8000717163086,1299.5800895690918,1165.1400756835938,1124.5600776672363,1008.6800727844238,1351.1200981140137,1079.960075378418,1161.6800727844238,1019.2800674438477,1039.5200653076172,1017.9800720214844,1064.8200798034668,1106.4200820922852,1184.8200988769531,979.5400619506836,973.700080871582,1137.4200859069824,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(O-10:1),PC,1029.640064239502,1028.580062866211,1015.020076751709,1086.8000831604004,967.0800666809082,1028.2000694274902,1063.6400909423828,1021.0800743103028,1064.9800720214844,984.4400634765624,974.9400672912598,1010.3000717163086,1104.600082397461,1053.6400718688965,982.3000717163086,962.5800666809082,1079.7200622558594,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
LPC(O-20:4),PC,1048.2200775146484,1128.3800773620603,1061.020076751709,1173.840068817139,1061.540069580078,1100.340087890625,1159.3200721740725,1026.800067901611,1133.0200805664062,1007.5000801086426,1028.840072631836,1010.0000801086426,1055.0800704956057,1067.4800720214844,1085.9600715637207,1004.0600662231444,1177.0800857543943,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(10:0),LPC(11:0)",PC,1064.2400817871094,1120.0200805664062,1121.4200744628906,1207.560089111328,1001.0600662231444,1131.3800811767578,1069.300067901611,1262.6800956726074,1048.5800743103027,1012.5200576782228,1096.3600730895996,1061.7000694274902,1071.0600776672363,1116.0400848388672,1007.9800682067872,1091.7600708007812,1133.740077972412,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(12:0),LPC(13:0),LPC(O-14:0)",PC,1086.0200805664062,1202.1400756835938,1093.7800674438477,1120.7000846862793,1001.3400802612304,1272.460090637207,1104.2800903320312,1045.2600746154783,1225.760082244873,1022.7800827026368,1030.5200843811035,1097.9200706481934,1288.4200744628906,1226.240089416504,1013.2800788879396,1020.5600700378418,1158.0000953674316,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
PC(12:4),PC,1087.0000762939453,1127.7400741577148,1165.5600776672363,1176.1600914001465,1073.6400756835938,1176.9600830078125,1217.620086669922,1048.1200714111328,1165.1200790405271,1052.2400741577148,1080.3200759887695,1145.8000831604004,1194.60009765625,1298.260097503662,1022.3600692749023,1020.500072479248,1293.7600860595703,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(14:0),LPC(15:0),LPC(O-16:0)",PC,1378.4800987243652,1434.260097503662,1612.8600997924805,1447.3001136779783,1253.580093383789,1737.0801391601562,1432.4401092529297,1271.4201011657717,1554.040111541748,1181.180088043213,1050.840072631836,1124.3400840759275,1201.54008102417,1382.1601066589355,1019.3200721740724,1139.5800704956057,1216.7800788879397,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(16:0),PC(O-17:0),LPC(O-18:0)",PC,1155.6400871276855,1952.080150604248,1539.9001121520996,1432.0200996398926,1272.080093383789,1632.040111541748,1249.6800918579102,2776.6401557922363,2037.020149230957,1645.6401138305664,1543.2601127624512,1262.340106964111,1748.4201354980469,2613.6202087402344,1483.160099029541,1623.7800979614258,1193.620086669922,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
PC(16:4),PC,1006.7200660705566,1167.460075378418,1070.440086364746,1137.540069580078,1052.5000686645508,1101.5800819396973,1170.9000854492188,1001.1400756835938,1073.7600708007812,1038.9000701904297,1058.9800758361816,1130.4200820922852,1126.3200798034668,1210.100082397461,1003.4000625610352,1018.7200813293456,1069.9800720214844,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(18:0),LPC(19:0),PC(O-19:0),LPC(O-20:0)",PC,1521.0601081848145,1506.6201133728027,1660.2601280212402,1509.7801055908203,1085.8400802612305,1458.580093383789,1703.5801124572754,1767.600112915039,1537.4401092529297,1385.5600929260254,1258.7600898742676,1175.6200790405271,1625.340106964111,2027.5801239013672,1353.280086517334,1467.760097503662,1168.54008102417,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(18:1),LPC(19:1),PC(O-19:1),LPC(P-20:0)",PC,1215.6400985717771,1361.020092010498,1258.5800971984863,1266.7200889587402,1130.5600852966309,1493.1601028442385,1321.3401107788086,1271.9400901794434,1504.440097808838,1224.7400932312012,1147.420093536377,1216.2000885009766,1313.3400955200195,1803.8401260375977,1203.300090789795,1181.4200820922852,1207.3400917053225,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(19:0),LPC(20:0),PC(O-20:0)",PC,1179.840087890625,1868.6601066589355,2238.380142211914,1390.9000968933103,1807.940116882324,1975.380123138428,1593.8800926208496,2651.7801475524902,2880.980197906494,1747.6801109313965,1427.7201042175293,1160.7200927734375,2738.8802757263184,2801.320178985596,1428.0800857543943,1354.5400924682615,1240.3400917053225,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(19:1),LPC(20:1),PC(O-20:1),PC(P-20:0)",PC,1860.9201583862305,2637.420238494873,1350.1200981140137,1301.8600959777832,1243.1400909423828,1563.4401245117188,1426.1001091003418,2042.30016708374,1915.0801162719729,1157.4601020812988,1382.7600936889648,1399.1401100158691,1432.7200965881348,1475.3800926208496,1332.7800788879397,1637.6001052856443,1133.980079650879,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(20:0),LPC(21:0),PC(O-21:0)",PC,1034.620059967041,1011.920066833496,1374.6201133728027,1190.7200775146484,1188.0600814819336,1678.020118713379,1519.5800895690918,1418.7400932312012,1545.880100250244,1025.9400787353516,1049.2800827026367,1015.100067138672,1232.9800872802734,1144.7800788879397,1311.680088043213,1123.7200775146484,1079.0800666809082,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(20:1),PC(O-21:1)",PC,1060.520076751709,1097.060073852539,1205.7600898742676,1275.6000785827637,1037.6400680541992,1094.3000717163086,1034.2200775146484,1133.8400802612305,1243.100082397461,995.6400680541992,1015.460075378418,1042.0200691223145,1243.7200736999512,1069.7800750732422,1035.360080718994,1095.1600646972656,1105.8800811767578,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(20:4),LPC(21:4)",PC,998.8400764465332,1207.8800926208496,1018.500072479248,1158.660083770752,1152.3600845336914,1181.180088043213,1103.9200859069824,1061.1200714111328,1133.600082397461,1104.6400756835938,1010.9600715637208,1165.0600852966309,1182.7200889587402,1120.080078125,1003.7800636291504,1074.04008102417,1039.0200691223145,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(21:0),LPC(22:0),PC(O-22:0)",PC,2844.940212249756,3542.0002822875977,4266.880290985107,3399.020160675049,2331.72013092041,4134.800357818604,2039.500144958496,4238.740291595459,4693.280349731445,2599.280174255371,1634.4801292419434,2647.900215148926,5760.020576477051,3913.2002487182617,1746.360134124756,2578.580173492432,1461.0200958251953,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(21:1),LPC(22:1)",PC,3830.140293121338,3630.8002128601074,3457.660221099853,2910.280166625977,3675.9202880859375,4342.200344085693,3132.560272216797,3222.560234069824,4610.780376434326,2137.7201538085938,2615.200183868408,3082.0802154541016,5482.260368347168,4005.5602264404297,2058.1201210021973,3462.600170135498,1365.7601051330566,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
PC(22:0),PC,1720.5801277160645,2820.4002075195312,2153.660125732422,2554.1001892089844,1468.6201171875,1523.360107421875,2503.1201667785645,2192.8001823425293,2692.440216064453,1258.1400871276855,1168.0800857543943,1964.22017288208,2188.2001419067383,1702.1601295471191,1282.0200843811035,1324.260082244873,1193.9600830078125,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
PC(22:1),PC,1032.380069732666,1196.0400848388672,1188.9801063537598,1119.54008102417,1022.62007522583,1179.820083618164,1145.0000839233398,1101.560073852539,1361.500099182129,1075.0000801086426,1014.7400817871094,1097.0200805664062,1077.4600791931152,1110.3000869750977,1045.4400634765625,1124.3000717163086,1046.4600715637207,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
PC(24:0),PC,1086.5200843811035,2547.000175476074,3069.880195617676,1618.4201011657717,1171.8600769042969,1416.100082397461,2053.14013671875,3077.4402656555176,1863.700134277344,1286.7800903320312,1145.0400772094729,2185.6001892089844,3422.7802505493164,1418.7601051330566,1054.3800811767578,1022.2400665283204,1521.7801132202148,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
PC(25:0),PC,1140.8800964355469,2872.0401496887207,2290.440170288086,1655.9401054382324,1181.1400871276855,1630.5601196289062,1222.1200790405271,2297.1001777648926,1609.8201141357422,1676.360126495361,1109.640079498291,1532.040111541748,2883.8401641845703,1791.9000968933103,1213.0400772094729,1385.3000946044922,1182.7000732421875,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
PC(26:0),PC,1568.0200958251953,5293.280342102051,3576.020263671875,3417.0202140808105,1412.2400970458984,3457.7602577209477,4371.580303192139,3320.880241394043,4130.72025680542,3423.820281982422,1572.0201110839844,4349.880355834961,4897.600410461426,6876.500534057617,1356.8600997924805,1435.10009765625,2059.5001487731934,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
PC(26:1),PC,1245.1800956726074,1780.100128173828,1653.460132598877,1201.500087738037,1047.0600700378418,1094.1000747680664,1294.580093383789,1201.340072631836,1423.4200973510742,1231.0600852966309,1277.0000762939453,1472.0401077270508,1405.3400840759275,1324.1600875854492,1018.040069580078,1050.5600700378418,1068.6600799560547,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(27:0),PC(O-28:0)",PC,1095.0200729370115,3205.820251464844,2335.540180206299,1612.3801383972168,1129.5600852966309,1799.6601486206057,1563.8001289367676,1862.5601234436035,2142.360149383545,1213.660083770752,1092.0600776672363,1329.400089263916,2361.3001594543457,1449.1201095581057,1096.200065612793,1569.3000984191897,1301.4600982666016,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(27:1),PC(P-28:0)",PC,1135.860092163086,1315.4400939941406,1202.5400848388672,1369.380100250244,1081.9800605773926,1246.0800743103027,1273.800090789795,1653.6401405334473,1164.360088348389,1249.3000869750977,1098.5200843811035,1098.520076751709,1983.1801300048828,1393.1401138305664,1006.2400741577148,1049.2600708007812,1095.8200759887695,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(28:0),PC(O-29:0)",PC,1819.920124053955,3079.5202026367188,1888.5401458740237,2971.7001914978027,1343.5200881958008,1728.1001205444336,1789.200138092041,2797.0001945495605,2894.100200653076,2263.1401748657227,1501.5401191711426,2438.000171661377,2858.580177307129,2246.3001556396484,1152.2000770568848,1222.5600776672363,1501.2601051330566,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(28:1),PC(P-29:0)",PC,1505.8000946044922,1740.8601112365725,2632.84020614624,2076.620132446289,1330.780086517334,1634.6201171875,1350.2800979614258,1411.0000953674316,1349.8600959777832,1670.8601188659668,1366.9600982666016,1481.880100250244,3231.3202323913574,2081.8201446533203,1446.6800842285156,1082.1400756835938,1331.660099029541,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
PC(28:2),PC,1197.1000938415527,1330.1000938415527,1920.4201202392576,1381.3000946044922,1036.6400756835938,1101.62007522583,1612.700122833252,1834.8801307678225,1201.4801025390625,1329.0200843811035,1077.480079650879,1523.880111694336,1635.940097808838,1251.3000793457031,1084.9000701904297,1235.2000770568848,1186.1400871276855,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(29:0),PC(O-30:0)",PC,1367.940097808838,2684.380210876465,2051.400131225586,2391.980159759521,1038.2800827026367,2138.5801162719727,1826.1801300048828,1930.140151977539,1841.10013961792,1866.680149078369,1314.3201141357422,1394.9800987243652,2141.5401763916016,1987.6401405334475,1262.3000984191897,1511.7801132202148,1293.8400955200195,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(29:1),PC(O-30:1),PC(P-30:0)",PC,1326.8400955200195,2336.0802001953125,3954.840400695801,1689.5801391601562,1273.6200942993164,3301.2602577209477,1623.740104675293,3018.5802040100098,2866.760185241699,1483.620086669922,1443.2000923156738,1904.7001266479488,4053.9603004455566,1439.9801063537598,1374.280086517334,1259.0000915527344,1142.400074005127,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(29:2),PC(P-30:1)",PC,1038.5400772094729,1332.8800888061523,1601.6001319885254,1600.060115814209,1019.3600616455078,1273.940086364746,1253.0200843811035,1499.2400932312012,1183.3600845336914,1047.300075531006,1042.6800689697266,1326.7200889587402,1588.720100402832,1472.2201080322266,1003.3800621032716,1100.04008102417,1066.9600677490234,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(30:0),PC(O-31:0)",PC,7383.500518798828,19196.90097427368,20731.80170822144,17107.321174621582,11121.160800933838,24770.9815826416,20278.441551208496,9516.300735473633,17662.601039886475,7520.160488128662,4354.92036819458,6071.560459136963,19799.40170288086,18637.720863342285,5436.960529327393,6434.60046005249,1580.7601356506348,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(30:1),PC(O-31:1),PC(P-31:0)",PC,24736.822025299072,52031.38362121582,60199.46614074707,20324.56150817871,33666.16234970093,62557.64326095581,47928.22427749634,25720.460956573486,47534.18321609497,16639.321712493896,11039.040996551514,16178.261707305908,49631.24326324463,42133.80410385132,6816.460464477539,20190.04125213623,1830.6601295471191,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(30:2),PC(P-31:1)",PC,1318.860088348389,3508.960289001465,1829.0001182556152,2761.1602478027344,1163.1400909423828,2959.1801376342773,1535.4801025390625,2461.200149536133,2773.4201736450195,1727.920124053955,1445.8800964355469,1892.380126953125,2981.400188446045,2532.7602005004883,1346.0800857543943,1236.0000801086426,1027.9400787353516,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
PC(30:3),PC,1103.3200759887695,1421.1201057434082,1353.1600799560547,1455.7401008605957,1104.5800704956057,1311.200096130371,1208.6800842285156,1458.680088043213,1281.1200981140137,1097.1400718688965,1012.6200714111328,1160.0600814819336,1487.6001014709473,1583.1201133728027,1012.9000663757324,1228.900074005127,1116.9600677490234,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
PC(30:4),PC,1014.8400764465332,2174.200126647949,1426.4400939941406,1555.880100250244,1259.6800842285156,1194.9000816345217,1294.6401023864746,1498.9200973510742,1705.4201011657717,1154.5800743103027,1000.4800682067872,1081.100067138672,1753.2001037597656,1133.980079650879,1066.360065460205,1102.1400756835938,1155.5800819396973,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(31:0),PC(O-32:0)",PC,9937.880676269531,22723.741325378414,27010.782550811768,23600.381916046143,13727.661430358889,28604.142169952396,21733.76134109497,11164.50065612793,21168.2416305542,8969.280513763428,5591.140308380127,5860.080551147461,24796.26165008545,20107.641582489014,5038.400371551514,8170.960475921631,1627.8001022338867,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(31:1),PC(O-32:1),PC(P-32:0)",PC,3604.320262908936,4028.100200653076,10220.280895233154,6408.960403442383,5059.680515289307,9220.720386505129,6775.100498199463,4517.900234222412,6069.980449676514,2666.700225830078,1992.6201248168943,2359.740219116211,8127.600704193115,7128.820278167725,2228.580108642578,2881.280227661133,1036.7200736999512,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(31:2),PC(O-32:2),PC(P-32:1)",PC,1059.2800827026367,2290.74015045166,1819.8201141357424,1825.1601028442385,1152.7200775146484,1812.5001487731931,1870.2601165771484,1754.5401344299316,1683.1601219177246,1553.400104522705,1229.4800987243652,1292.0800971984863,1992.2001152038572,1877.3601150512693,1176.320087432861,1628.4001159667969,1108.6800804138184,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
"PC(31:3),PC(O-32:3)",PC,1246.8201026916504,1253.160083770752,1269.5600967407229,1391.3401107788086,1084.460075378418,1692.4401321411133,1412.7801094055176,1471.9001007080078,1345.4801063537598,1151.12007522583,1095.2200889587402,1025.140079498291,1622.3400917053225,1175.680088043213,1028.340068817139,1199.4200897216797,1059.8600769042969,Group: 5XFAD,Group: WT,Group: 5XFAD vs Group: WT,8,8,Blank_Blank_Blank
